from,to,count
Denmark,Serbia,499
Denmark,South Sudan,51
Denmark,Slovakia,49
Denmark,Slovenia,38
Denmark,Sweden,5450
Denmark,Turkey,513
Denmark,Uganda,15
Denmark,Uzbekistan,8
Denmark,Venezuela,1
Denmark,South Africa,172
Dominican Republic,Aruba,969
Dominican Republic,Angola,1
Dominican Republic,United Arab Emirates,1
Dominican Republic,Argentina,1
Dominican Republic,Australia,79
Dominican Republic,Austria,719
Dominican Republic,Burundi,4
Dominican Republic,Belgium,190
Dominican Republic,Bulgaria,17
Dominican Republic,Bahrain,6
Dominican Republic,Bahamas,59
Dominican Republic,Belarus,2
Dominican Republic,Bolivia,18
Dominican Republic,Brazil,110
Dominican Republic,Barbados,1
Dominican Republic,Botswana,1
Dominican Republic,Central African Republic,1
Dominican Republic,Canada,1687
Dominican Republic,Switzerland,3183
Dominican Republic,Chile,28
Dominican Republic,Republic of Congo,2
Dominican Republic,Colombia,250
Dominican Republic,Costa Rica,55
Dominican Republic,Cyprus,7
Dominican Republic,Czech Republic,52
Dominican Republic,Germany,2577
Dominican Republic,Denmark,55
Dominican Republic,Algeria,3
Dominican Republic,Ecuador,457
Dominican Republic,Egypt,1
Dominican Republic,Spain,56301
Dominican Republic,Estonia,1
Dominican Republic,Finland,73
Dominican Republic,France,2663
Dominican Republic,United Kingdom,88
Dominican Republic,Equatorial Guinea,1
Dominican Republic,Greece,384
Dominican Republic,Guatemala,18
Dominican Republic,Guyana,4
Dominican Republic,Honduras,7
Dominican Republic,Croatia,1
Dominican Republic,Haiti,587
Dominican Republic,Hungary,36
Dominican Republic,Ireland,10
Dominican Republic,Iceland,16
Dominican Republic,Israel,68
Dominican Republic,Italy,14751
Dominican Republic,Kazakhstan,36
Dominican Republic,Liberia,2
Dominican Republic,Saint Lucia,13
Dominican Republic,Lithuania,2
Dominican Republic,Luxembourg,12
Dominican Republic,Latvia,3
Dominican Republic,Moldova,1
Dominican Republic,Madagascar,1
Dominican Republic,Mexico,391
Dominican Republic,Martinique,5
Dominican Republic,New Caledonia,4
Dominican Republic,Netherlands,1645
Dominican Republic,Norway,281
Dominican Republic,New Zealand,6
Dominican Republic,Panama,60
Dominican Republic,Philippines,1
Dominican Republic,Poland,50
Dominican Republic,Portugal,32
Dominican Republic,Paraguay,4
Dominican Republic,Reunion,1
Dominican Republic,Romania,26
Dominican Republic,Russia,47
Dominican Republic,Rwanda,1
Dominican Republic,El Salvador,12
Dominican Republic,Serbia,3
Dominican Republic,South Sudan,7
Dominican Republic,Slovakia,16
Dominican Republic,Slovenia,76
Dominican Republic,Sweden,270
Dominican Republic,Syria,1
Dominican Republic,Thailand,1
Dominican Republic,Turkey,104
Dominican Republic,Tanzania,1
Dominican Republic,Uganda,1
Dominican Republic,Ukraine,17
Dominican Republic,United States,95233
Dominican Republic,Venezuela,1999
Dominican Republic,Virgin Islands,190
Dominican Republic,Vietnam,19
Dominican Republic,South Africa,19
Algeria,Austria,23
Algeria,Belgium,535
Algeria,Bulgaria,135
Algeria,Brazil,54
Algeria,Canada,1761
Algeria,Switzerland,393
Algeria,Colombia,2
Algeria,Cyprus,4
Algeria,Czech Republic,320
Algeria,Ecuador,16
Algeria,Western Sahara,45021
Algeria,Spain,11049
Algeria,Finland,115
Algeria,France,140523
Algeria,United Kingdom,2152
Algeria,Greece,76
Algeria,Hungary,126
Algeria,Israel,10443
Algeria,Italy,1505
Algeria,Lithuania,5
Algeria,Luxembourg,1
Algeria,Latvia,4
Algeria,Madagascar,39
Algeria,Mauritania,30
Algeria,Norway,118
Algeria,Poland,161
Algeria,Romania,4
Algeria,South Sudan,64
Algeria,Slovakia,25
Algeria,Slovenia,9
Algeria,Sweden,263
Algeria,Turkey,44
Ecuador,Australia,84
Ecuador,Austria,60
Ecuador,Bulgaria,6
Ecuador,Bahamas,3
Ecuador,Bolivia,70
Ecuador,Brazil,44
Ecuador,Canada,716
Ecuador,Switzerland,1186
Ecuador,Chile,2727
Ecuador,Colombia,2276
Ecuador,Cyprus,2
Ecuador,Czech Republic,46
Ecuador,Germany,609
Ecuador,Denmark,80
Ecuador,Egypt,1
Ecuador,Spain,197468
Ecuador,Finland,61
Ecuador,France,1103
Ecuador,Greece,46
Ecuador,Guatemala,5
Ecuador,Hungary,30
Ecuador,Iceland,8
Ecuador,Italy,44220
Ecuador,Luxembourg,1
Ecuador,Mexico,95
Ecuador,Netherlands,329
Ecuador,Norway,119
Ecuador,New Zealand,9
Ecuador,Poland,20
Ecuador,Portugal,98
Ecuador,Paraguay,3
Ecuador,Russia,27
Ecuador,Slovakia,15
Ecuador,Slovenia,3
Ecuador,Sweden,551
Ecuador,United States,101
Ecuador,Venezuela,1698
Egypt,Albania,182
Egypt,United Arab Emirates,169580
Egypt,Australia,5778
Egypt,Austria,3565
Egypt,Azerbaijan,1
Egypt,Burundi,14
Egypt,Belgium,436
Egypt,Bulgaria,77
Egypt,Bahrain,23249
Egypt,Belarus,1
Egypt,Bolivia,15
Egypt,Brazil,43
Egypt,Central African Republic,21
Egypt,Canada,8647
Egypt,Switzerland,1478
Egypt,Chile,9
Egypt,Democratic Republic of the Congo,1
Egypt,Colombia,36
Egypt,Costa Rica,1
Egypt,Cyprus,1672
Egypt,Czech Republic,418
Egypt,Germany,3554
Egypt,Denmark,395
Egypt,Dominican Republic,1
Egypt,Algeria,3
Egypt,Ecuador,55
Egypt,Spain,1308
Egypt,Finland,374
Egypt,France,7291
Egypt,United Kingdom,8
Egypt,Ghana,8
Egypt,Greece,3999
Egypt,Guatemala,6
Egypt,Hungary,334
Egypt,Ireland,119
Egypt,Iceland,12
Egypt,Israel,6726
Egypt,Italy,34859
Egypt,Jordan,37638
Egypt,Japan,307
Egypt,Kazakhstan,34
Egypt,Lebanon,51
Egypt,Liberia,10
Egypt,Libya,1111
Egypt,Lithuania,17
Egypt,Luxembourg,5
Egypt,Latvia,29
Egypt,Madagascar,17
Egypt,Mexico,40
Egypt,Macedonia,615
Egypt,Malta,108
Egypt,Montenegro,90
Egypt,Mauritania,116
Egypt,Nigeria,800
Egypt,Netherlands,2474
Egypt,Norway,305
Egypt,New Zealand,280
Egypt,Panama,7
Egypt,Poland,302
Egypt,Portugal,198
Egypt,Palestine,2948
Egypt,Qatar,45934
Egypt,Romania,20
Egypt,Russia,246
Egypt,Rwanda,1
Egypt,South Sudan,6179
Egypt,Slovakia,79
Egypt,Slovenia,38
Egypt,Sweden,1434
Egypt,Syria,299
Egypt,Turkey,324
Egypt,Uganda,5
Egypt,Ukraine,18
Egypt,United States,26385
Egypt,Uzbekistan,1
Egypt,Venezuela,1
Egypt,South Africa,811
Egypt,Zambia,2
Eritrea,Angola,218
Eritrea,United Arab Emirates,1
Eritrea,Australia,23
Eritrea,Austria,1
Eritrea,Burundi,1512
Eritrea,Belgium,7
Eritrea,Botswana,1
Eritrea,Canada,5
Eritrea,Switzerland,6
Eritrea,Chile,1
Eritrea,Democratic Republic of the Congo,294
Eritrea,Republic of Congo,20
Eritrea,Cyprus,2
Eritrea,Czech Republic,1
Eritrea,Germany,2
Eritrea,Djibouti,1
Eritrea,Denmark,2
Eritrea,Algeria,3
Eritrea,Egypt,3
Eritrea,Spain,2
Eritrea,Finland,3
Eritrea,France,17
Eritrea,United Kingdom,51
Eritrea,Greece,1
Eritrea,Israel,6
Eritrea,Italy,5
Eritrea,Kenya,16
Eritrea,Libya,1
Eritrea,Namibia,2
Eritrea,Netherlands,6
Eritrea,Norway,8
Eritrea,New Zealand,4
Eritrea,Poland,1
Eritrea,Portugal,1
Eritrea,Russia,2
Eritrea,Rwanda,142
Eritrea,South Sudan,2294
Eritrea,Sweden,15
Eritrea,Tanzania,45
Eritrea,Uganda,126
Eritrea,United States,13
Eritrea,Yemen,22
Eritrea,South Africa,44
Eritrea,Zambia,3
Spain,Angola,4
Spain,Australia,10
Spain,Burundi,275
Spain,Belgium,1
Spain,Brazil,1
Spain,Switzerland,13
Spain,Czech Republic,1
Spain,Germany,108
Spain,Denmark,5
Spain,Algeria,8
Spain,Finland,4
Spain,United Kingdom,9
Spain,Greece,21
Spain,Hungary,1
Spain,Italy,143
Spain,Jordan,24
Spain,Kenya,3
Spain,Lebanon,6
Spain,Liberia,705
Spain,Norway,13
Spain,Poland,4
Spain,Romania,1
Spain,Rwanda,24
Spain,South Sudan,329
Spain,Slovakia,1
Spain,Sweden,19
Spain,Syria,38
Spain,Uganda,96
Spain,South Africa,1
Estonia,Austria,1
Estonia,Azerbaijan,4
Estonia,Belgium,27
Estonia,Bulgaria,3
Estonia,Belarus,21
Estonia,Brazil,2
Estonia,Switzerland,8
Estonia,Czech Republic,9
Estonia,Germany,5
Estonia,Denmark,47
Estonia,Spain,41
Estonia,Finland,6171
Estonia,France,1
Estonia,United Kingdom,5
Estonia,Hungary,4
Estonia,Ireland,19
Estonia,Iceland,5
Estonia,Italy,43
Estonia,Kazakhstan,86
Estonia,Lithuania,38
Estonia,Luxembourg,20
Estonia,Latvia,64
Estonia,Moldova,2
Estonia,Netherlands,12
Estonia,Norway,169
Estonia,Poland,1
Estonia,Russia,271
Estonia,Slovakia,2
Estonia,Slovenia,1
Estonia,Sweden,2
Estonia,Turkey,1
Estonia,Ukraine,113
Ethiopia,United Arab Emirates,3956
Ethiopia,Australia,3526
Ethiopia,Austria,347
Ethiopia,Burundi,35
Ethiopia,Belgium,175
Ethiopia,Bulgaria,26
Ethiopia,Bahrain,549
Ethiopia,Bolivia,2
Ethiopia,Brazil,5
Ethiopia,Canada,6672
Ethiopia,Switzerland,1852
Ethiopia,Chile,1
Ethiopia,Democratic Republic of the Congo,56
Ethiopia,Republic of Congo,2
Ethiopia,Colombia,3
Ethiopia,Cuba,2
Ethiopia,Cyprus,26
Ethiopia,Czech Republic,69
Ethiopia,Germany,71
Ethiopia,Djibouti,1479
Ethiopia,Denmark,711
Ethiopia,Algeria,1244
Ethiopia,Ecuador,3
Ethiopia,Egypt,1310
Ethiopia,Spain,1277
Ethiopia,Finland,1098
Ethiopia,France,3038
Ethiopia,United Kingdom,6728
Ethiopia,Ghana,7
Ethiopia,Greece,969
Ethiopia,Hungary,73
Ethiopia,Ireland,54
Ethiopia,Iceland,28
Ethiopia,Israel,34603
Ethiopia,Italy,13927
Ethiopia,Jordan,1
Ethiopia,Kenya,9335
Ethiopia,Kuwait,60
Ethiopia,Libya,695
Ethiopia,Saint Lucia,2
Ethiopia,Lithuania,1
Ethiopia,Luxembourg,2
Ethiopia,Morocco,3
Ethiopia,Mexico,1
Ethiopia,Malta,12
Ethiopia,Malaysia,18
Ethiopia,Nicaragua,3
Ethiopia,Netherlands,1912
Ethiopia,Norway,3058
Ethiopia,New Zealand,329
Ethiopia,Peru,1
Ethiopia,Poland,20
Ethiopia,Portugal,12
Ethiopia,Qatar,1077
Ethiopia,Romania,1
Ethiopia,Russia,90
Ethiopia,Rwanda,8
Ethiopia,Saudi Arabia,335
Ethiopia,Sudan,2
Ethiopia,Somalia,863
Ethiopia,South Sudan,125524
Ethiopia,Slovakia,13
Ethiopia,Slovenia,4
Ethiopia,Sweden,5664
Ethiopia,Swaziland,13
Ethiopia,Syria,105
Ethiopia,Thailand,4
Ethiopia,Turkey,26
Ethiopia,Tanzania,13
Ethiopia,Uganda,1545
Ethiopia,United States,57079
Ethiopia,Venezuela,8
Ethiopia,Yemen,8511
Ethiopia,South Africa,3664
Finland,Albania,1
Finland,Austria,1
Finland,Belgium,43
Finland,Bulgaria,48
Finland,Belarus,133
Finland,Switzerland,28
Finland,China,2
Finland,Republic of Congo,2
Finland,Cape Verde,1
Finland,Cyprus,7
Finland,Czech Republic,203
Finland,Denmark,4
Finland,Algeria,3
Finland,Ecuador,2
Finland,Spain,132
Finland,Estonia,381
Finland,France,63
Finland,Hungary,9
Finland,Italy,207
Finland,Kazakhstan,1007
Finland,Montenegro,1
Finland,Netherlands,41
Finland,Norway,94
Finland,New Zealand,1
Finland,Portugal,7
Finland,Romania,20
Finland,Slovakia,6
Finland,Slovenia,2
Finland,Sweden,114
Finland,Turkey,7
Finland,Ukraine,1272
Finland,South Africa,2
Fiji,Australia,12334
Fiji,Austria,3
Fiji,Bulgaria,1
Fiji,Bolivia,1
Fiji,Canada,4012
Fiji,Cyprus,1
Fiji,Czech Republic,1
Fiji,Denmark,5
Fiji,Finland,2
Fiji,France,22
Fiji,Greece,11
Fiji,Ireland,2
Fiji,Iceland,1
Fiji,Italy,21
Fiji,Nicaragua,1
Fiji,Netherlands,27
Fiji,Norway,14
Fiji,New Zealand,10807
Fiji,Poland,7
Fiji,French Polynesia,2
Fiji,Slovenia,1
Fiji,Sweden,19
Fiji,Tonga,78
Fiji,United States,4609
Fiji,Vanuatu,75
Fiji,South Africa,4
France,Aruba,1
France,Angola,252
France,Albania,20
France,United Arab Emirates,3245
France,Argentina,26
France,Australia,9217
France,Austria,2769
France,Azerbaijan,3
France,Burundi,2498
France,Belgium,54725
France,Benin,143
France,Bulgaria,1004
France,Bahrain,456
France,Belarus,16
France,Belize,2
France,Bolivia,118
France,Brazil,58
France,Barbados,72
France,Brunei,6
France,Bhutan,4
France,Botswana,135
France,Central African Republic,806
France,Canada,7383
France,Switzerland,44794
France,Channel Islands,1239
France,Chile,296
France,China,146
France,Cameroon,238
France,Democratic Republic of the Congo,3
France,Republic of Congo,1883
France,Colombia,358
France,Comoros,29
France,Cape Verde,65
France,Costa Rica,4
France,Cyprus,1129
France,Czech Republic,6069
France,Germany,35827
France,Denmark,3023
France,Dominican Republic,47
France,Algeria,589
France,Ecuador,1077
France,Egypt,316
France,Eritrea,7
France,Western Sahara,87
France,Spain,52317
France,Estonia,16
France,Finland,1443
France,Fiji,11
France,United Kingdom,57686
France,Ghana,35
France,Guadeloupe,3
France,Equatorial Guinea,1434
France,Greece,1088
France,Guatemala,26
France,Guyana,10
France,Hong Kong,51
France,Honduras,1
France,Croatia,107
France,Haiti,40
France,Hungary,2458
France,Indonesia,74
France,Ireland,6819
France,Iceland,353
France,Israel,14362
France,Italy,148544
France,Jamaica,61
France,Jordan,50
France,Japan,643
France,Kazakhstan,80
France,Kenya,27
France,South Korea,74
France,Kuwait,217
France,Lebanon,14
France,Liberia,291
France,Libya,6
France,Saint Lucia,19
France,Lithuania,401
France,Luxembourg,21594
France,Latvia,360
France,Moldova,3
France,Madagascar,1387
France,Mexico,8
France,Macedonia,2
France,Malta,188
France,Montenegro,14
France,Mongolia,24
France,Mauritania,288
France,Mauritius,254
France,Malaysia,1
France,Mayotte,913
France,New Caledonia,4012
France,Nigeria,9
France,Netherlands,5734
France,Norway,3045
France,New Zealand,2814
France,Panama,109
France,Philippines,304
France,Poland,11064
France,North Korea,9
France,Portugal,4536
France,Paraguay,29
France,Qatar,946
France,Reunion,1682
France,Romania,5902
France,Russia,1509
France,Rwanda,294
France,Saudi Arabia,4
France,Singapore,12
France,Solomon Islands,38
France,El Salvador,5
France,Serbia,433
France,South Sudan,2935
France,Sao Tome and Principe,6
France,Suriname,174
France,Slovakia,2280
France,Slovenia,272
France,Sweden,3723
France,Syria,82
France,Togo,36
France,Thailand,3215
France,Trinidad and Tobago,14
France,Tunisia,413
France,Turkey,4735
France,Tanzania,61
France,Uganda,842
France,Ukraine,7
France,United States,547
France,Uzbekistan,6
France,Saint Vincent and the Grenadines,9
France,Venezuela,433
France,Vietnam,23
France,Vanuatu,108
France,South Africa,8011
Micronesia,United Arab Emirates,14
Micronesia,Australia,80
Micronesia,Austria,2
Micronesia,Belgium,1
Micronesia,Bangladesh,1
Micronesia,Bahrain,2
Micronesia,Brazil,1
Micronesia,Brunei,6
Micronesia,Canada,56
Micronesia,Switzerland,3
Micronesia,Chile,1
Micronesia,China,10
Micronesia,Colombia,2
Micronesia,Cyprus,1
Micronesia,Czech Republic,1
Micronesia,Germany,7
Micronesia,Denmark,1
Micronesia,Ecuador,5
Micronesia,Spain,6
Micronesia,Finland,1
Micronesia,France,7
Micronesia,United Kingdom,15
Micronesia,Guam,1212
Micronesia,Hong Kong,7
Micronesia,Hungary,1
Micronesia,Indonesia,1
Micronesia,Ireland,1
Micronesia,Israel,9
Micronesia,Italy,10
Micronesia,Japan,16
Micronesia,South Korea,17
Micronesia,Kuwait,1
Micronesia,Macao,1
Micronesia,Mexico,23
Micronesia,Netherlands,2
Micronesia,Norway,2
Micronesia,New Zealand,14
Micronesia,Philippines,8
Micronesia,Poland,2
Micronesia,North Korea,1
Micronesia,Qatar,4
Micronesia,Russia,1
Micronesia,Saudi Arabia,8
Micronesia,Singapore,7
Micronesia,Slovakia,3
Micronesia,Sweden,3
Micronesia,Thailand,1
Micronesia,Turkey,2
Micronesia,United States,7405
Micronesia,Vietnam,5
Micronesia,South Africa,2
Gabon,Angola,121
Gabon,United Arab Emirates,15
Gabon,Australia,93
Gabon,Austria,15
Gabon,Azerbaijan,1
Gabon,Burundi,1330
Gabon,Belgium,597
Gabon,Benin,9
Gabon,Bulgaria,10
Gabon,Bahrain,2
Gabon,Bolivia,5
Gabon,Brazil,42
Gabon,Central African Republic,233
Gabon,Canada,520
Gabon,Switzerland,153
Gabon,Chile,2
Gabon,Cameroon,15
Gabon,Democratic Republic of the Congo,71
Gabon,Republic of Congo,1862
Gabon,Colombia,1
Gabon,Cyprus,1
Gabon,Czech Republic,6
Gabon,Germany,806
Gabon,Denmark,37
Gabon,Algeria,1
Gabon,Ecuador,5
Gabon,Egypt,5
Gabon,Spain,745
Gabon,Finland,17
Gabon,France,13041
Gabon,United Kingdom,6
Gabon,Equatorial Guinea,14575
Gabon,Greece,9
Gabon,Hungary,8
Gabon,Ireland,5
Gabon,Iceland,2
Gabon,Israel,64
Gabon,Italy,286
Gabon,Jordan,1
Gabon,Japan,2
Gabon,Kazakhstan,42
Gabon,Kenya,12
Gabon,Kuwait,1
Gabon,Luxembourg,4
Gabon,Madagascar,14
Gabon,Mexico,1
Gabon,Mali,356
Gabon,Mauritania,90
Gabon,Mauritius,2
Gabon,Mayotte,10
Gabon,New Caledonia,22
Gabon,Netherlands,51
Gabon,Norway,16
Gabon,New Zealand,8
Gabon,Philippines,1
Gabon,Poland,26
Gabon,Portugal,473
Gabon,Qatar,4
Gabon,Reunion,16
Gabon,Romania,5
Gabon,Russia,54
Gabon,Rwanda,110
Gabon,Serbia,1
Gabon,South Sudan,1226
Gabon,Sao Tome and Principe,1
Gabon,Suriname,1
Gabon,Slovakia,2
Gabon,Slovenia,2
Gabon,Sweden,47
Gabon,Swaziland,2
Gabon,Togo,1
Gabon,Tunisia,1
Gabon,Turkey,16
Gabon,Tanzania,441
Gabon,Uganda,382
Gabon,United States,159
Gabon,Uzbekistan,2
Gabon,Venezuela,1
Gabon,Vanuatu,1
Gabon,South Africa,735
United Kingdom,Angola,16
United Kingdom,Albania,1
United Kingdom,United Arab Emirates,5637
United Kingdom,Australia,68854
United Kingdom,Austria,2512
United Kingdom,Burundi,5650
United Kingdom,Belgium,6122
United Kingdom,Bulgaria,1683
United Kingdom,Bahrain,971
United Kingdom,Bahamas,1
United Kingdom,Belarus,104
United Kingdom,Belize,26
United Kingdom,Bolivia,186
United Kingdom,Brazil,410
United Kingdom,Barbados,836
United Kingdom,Brunei,66
United Kingdom,Bhutan,1
United Kingdom,Botswana,1466
United Kingdom,Central African Republic,13
United Kingdom,Canada,45380
United Kingdom,Switzerland,12705
United Kingdom,Channel Islands,13062
United Kingdom,Chile,3309
United Kingdom,China,1554
United Kingdom,Colombia,317
United Kingdom,Cape Verde,13
United Kingdom,Costa Rica,13
United Kingdom,Cyprus,9422
United Kingdom,Czech Republic,6315
United Kingdom,Germany,19598
United Kingdom,Denmark,3893
United Kingdom,Dominican Republic,43
United Kingdom,Algeria,617
United Kingdom,Ecuador,1250
United Kingdom,Egypt,491
United Kingdom,Spain,136846
United Kingdom,Estonia,14
United Kingdom,Finland,2130
United Kingdom,Fiji,133
United Kingdom,France,3913
United Kingdom,Ghana,237
United Kingdom,Guadeloupe,30
United Kingdom,Greece,37
United Kingdom,Guatemala,26
United Kingdom,Guyana,118
United Kingdom,Hong Kong,551
United Kingdom,Honduras,3
United Kingdom,Croatia,44
United Kingdom,Hungary,2608
United Kingdom,Indonesia,835
United Kingdom,Ireland,57964
United Kingdom,Iceland,428
United Kingdom,Israel,12438
United Kingdom,Italy,26706
United Kingdom,Jamaica,710
United Kingdom,Jordan,19
United Kingdom,Japan,497
United Kingdom,Kazakhstan,4
United Kingdom,Kenya,15
United Kingdom,South Korea,868
United Kingdom,Lebanon,3
United Kingdom,Libya,2
United Kingdom,Saint Lucia,206
United Kingdom,Lithuania,2408
United Kingdom,Luxembourg,2215
United Kingdom,Latvia,1280
United Kingdom,Moldova,29
United Kingdom,Madagascar,30
United Kingdom,Mexico,86
United Kingdom,Macedonia,1
United Kingdom,Malta,2498
United Kingdom,Mongolia,9
United Kingdom,Mauritania,1
United Kingdom,Martinique,3
United Kingdom,Mauritius,176
United Kingdom,Nigeria,1
United Kingdom,Nicaragua,1
United Kingdom,Netherlands,5002
United Kingdom,Norway,4353
United Kingdom,New Zealand,29021
United Kingdom,Panama,499
United Kingdom,Philippines,29
United Kingdom,Poland,30286
United Kingdom,North Korea,107
United Kingdom,Portugal,5732
United Kingdom,Paraguay,31
United Kingdom,French Polynesia,2
United Kingdom,Qatar,1830
United Kingdom,Romania,1065
United Kingdom,Russia,1284
United Kingdom,Rwanda,6997
United Kingdom,El Salvador,3
United Kingdom,Serbia,70
United Kingdom,South Sudan,28980
United Kingdom,Slovakia,3800
United Kingdom,Slovenia,307
United Kingdom,Sweden,6791
United Kingdom,Swaziland,2
United Kingdom,Syria,18
United Kingdom,Thailand,514
United Kingdom,Tajikistan,2
United Kingdom,Trinidad and Tobago,159
United Kingdom,Turkey,7921
United Kingdom,Tanzania,3577
United Kingdom,Uganda,1202
United Kingdom,Ukraine,3
United Kingdom,United States,2196
United Kingdom,Uzbekistan,42
United Kingdom,Saint Vincent and the Grenadines,110
United Kingdom,Venezuela,173
United Kingdom,Vietnam,158
United Kingdom,Vanuatu,15
United Kingdom,South Africa,68705
Georgia,Albania,4
Georgia,Australia,71
Georgia,Austria,635
Georgia,Azerbaijan,1908
Georgia,Belgium,450
Georgia,Bulgaria,536
Georgia,Belarus,2326
Georgia,Bolivia,1
Georgia,Brazil,34
Georgia,Canada,543
Georgia,Switzerland,366
Georgia,Chile,1
Georgia,China,15
Georgia,Republic of Congo,16
Georgia,Colombia,3
Georgia,Cape Verde,6
Georgia,Cyprus,3867
Georgia,Czech Republic,2061
Georgia,Germany,4076
Georgia,Denmark,131
Georgia,Dominican Republic,1
Georgia,Algeria,17
Georgia,Ecuador,11
Georgia,Egypt,3
Georgia,Spain,6262
Georgia,Estonia,422
Georgia,Finland,52
Georgia,France,3472
Georgia,United Kingdom,215
Georgia,Greece,12299
Georgia,Hungary,190
Georgia,Ireland,47
Georgia,Iran,39
Georgia,Iceland,20
Georgia,Israel,35
Georgia,Italy,6588
Georgia,Kazakhstan,10592
Georgia,Kyrgyzstan,292
Georgia,South Korea,1
Georgia,Lithuania,289
Georgia,Luxembourg,7
Georgia,Latvia,374
Georgia,Moldova,1195
Georgia,Macedonia,1
Georgia,Malta,4
Georgia,Montenegro,4
Georgia,Nicaragua,1
Georgia,Netherlands,220
Georgia,Norway,353
Georgia,New Zealand,20
Georgia,Panama,20
Georgia,Philippines,1
Georgia,Poland,206
Georgia,North Korea,2
Georgia,Portugal,717
Georgia,Romania,213
Georgia,Russia,58209
Georgia,Serbia,2
Georgia,Slovakia,81
Georgia,Slovenia,20
Georgia,Sweden,614
Georgia,Turkmenistan,534
Georgia,Turkey,2302
Georgia,Uganda,1
Georgia,Ukraine,23624
Georgia,United States,778
Georgia,Uzbekistan,3262
Georgia,Venezuela,1
Georgia,South Africa,22
Ghana,Angola,1
Ghana,Australia,1399
Ghana,Austria,640
Ghana,Burundi,5
Ghana,Belgium,1378
Ghana,Benin,2563
Ghana,Bulgaria,5
Ghana,Bolivia,1
Ghana,Brazil,30
Ghana,Canada,4940
Ghana,Switzerland,815
Ghana,Chile,1
Ghana,Democratic Republic of the Congo,81
Ghana,Republic of Congo,3
Ghana,Colombia,3
Ghana,Cyprus,27
Ghana,Czech Republic,90
Ghana,Germany,6602
Ghana,Denmark,618
Ghana,Algeria,59
Ghana,Ecuador,25
Ghana,Egypt,64
Ghana,Spain,7095
Ghana,Finland,476
Ghana,France,1572
Ghana,Gabon,704
Ghana,United Kingdom,25838
Ghana,Greece,486
Ghana,Hungary,53
Ghana,Ireland,144
Ghana,Iceland,21
Ghana,Israel,6
Ghana,Italy,13541
Ghana,Jordan,1
Ghana,Japan,308
Ghana,Kazakhstan,3
Ghana,Liberia,4546
Ghana,Libya,63
Ghana,Saint Lucia,7
Ghana,Lithuania,2
Ghana,Luxembourg,2
Ghana,Malta,3
Ghana,Mauritania,114
Ghana,Niger,38
Ghana,Nigeria,18008
Ghana,Netherlands,2997
Ghana,Norway,554
Ghana,New Zealand,124
Ghana,Panama,3
Ghana,Peru,1
Ghana,Philippines,11
Ghana,Poland,14
Ghana,Portugal,85
Ghana,Russia,139
Ghana,Senegal,24
Ghana,Sierra Leone,1
Ghana,South Sudan,17
Ghana,Sao Tome and Principe,2
Ghana,Slovakia,7
Ghana,Slovenia,7
Ghana,Sweden,781
Ghana,Togo,8243
Ghana,Turkey,64
Ghana,Uganda,1
Ghana,Ukraine,2
Ghana,United States,41874
Ghana,Venezuela,7
Ghana,South Africa,2490
Ghana,Zambia,11
Guinea,Angola,88
Guinea,United Arab Emirates,23
Guinea,Argentina,1
Guinea,Australia,2671
Guinea,Austria,196
Guinea,Burundi,2
Guinea,Belgium,1135
Guinea,Benin,81
Guinea,Burkina Faso,6
Guinea,Bulgaria,13
Guinea,Bahrain,3
Guinea,Belarus,3
Guinea,Bolivia,5
Guinea,Brazil,61
Guinea,Brunei,1
Guinea,Botswana,1
Guinea,Central African Republic,42
Guinea,Canada,2574
Guinea,Switzerland,508
Guinea,Channel Islands,1
Guinea,Chile,2
Guinea,China,8
Guinea,Cameroon,5
Guinea,Republic of Congo,214
Guinea,Colombia,9
Guinea,Cape Verde,299
Guinea,Cuba,1
Guinea,Cyprus,5
Guinea,Czech Republic,83
Guinea,Germany,1566
Guinea,Denmark,176
Guinea,Dominican Republic,7
Guinea,Algeria,11
Guinea,Ecuador,30
Guinea,Egypt,49
Guinea,Western Sahara,360
Guinea,Spain,5163
Guinea,Estonia,1
Guinea,Finland,101
Guinea,France,11613
Guinea,Gabon,539
Guinea,United Kingdom,10591
Guinea,Ghana,188
Guinea,Gambia,3029
Guinea,Guinea-Bissau,1043
Guinea,Equatorial Guinea,19
Guinea,Greece,63
Guinea,Hong Kong,1
Guinea,Croatia,1
Guinea,Hungary,45
Guinea,Indonesia,1
Guinea,Ireland,106
Guinea,Iceland,13
Guinea,Israel,87
Guinea,Italy,2163
Guinea,Jordan,1
Guinea,Japan,11
Guinea,Kazakhstan,85
Guinea,South Korea,7
Guinea,Kuwait,1
Guinea,Liberia,164677
Guinea,Libya,48
Guinea,Lithuania,2
Guinea,Luxembourg,17
Guinea,Latvia,2
Guinea,Moldova,1
Guinea,Madagascar,12
Guinea,Mexico,24
Guinea,Mali,10
Guinea,Malta,4
Guinea,Mauritania,2020
Guinea,Mauritius,2
Guinea,Mayotte,8
Guinea,New Caledonia,28
Guinea,Niger,20
Guinea,Nigeria,1110
Guinea,Nicaragua,1
Guinea,Netherlands,3261
Guinea,Norway,420
Guinea,New Zealand,18
Guinea,Panama,3
Guinea,Philippines,3
Guinea,Poland,68
Guinea,Portugal,2318
Guinea,Paraguay,2
Guinea,Palestine,1
Guinea,Qatar,6
Guinea,Reunion,14
Guinea,Romania,13
Guinea,Russia,61
Guinea,Rwanda,2
